S.no.,Company,Model,Variant,Price,Displacement,Cylinders,Valves_Per_Cylinder,Drivetrain,Cylinder_Configuration,Emission_Norm,Engine_Location,Fuel_System,Fuel_Tank_Capacity,Fuel_Type,Height,Length,Width,Body_Type,Doors,City_Mileage,Highway_Mileage,ARAI_Certified_Mileage,Kerb_Weight,Gears,Ground_Clearance,Front_Brakes,Rear_Brakes,Front_Suspension,Rear_Suspension,Front_Tyre_&_Rim,Rear_Tyre_&_Rim,Power_Steering,Power_Windows,Power,Torque,Odometer,Speedometer,Tachometer,Tripmeter,Seating_Capacity,Seats_Material,Type,12v_Power_Outlet,Audiosystem,Basic_Warranty,Bluetooth,Boot-lid_Opener,Boot_Space,Central_Locking,Child_Safety_Locks,Clock,Cup_Holders,Door_Pockets,Engine_Malfunction_Light,Extended_Warranty,FM_Radio,Fuel_lid_Opener,Fuel_Gauge,Handbrake,Instrument_Console,Low_Fuel_Warning,Minimum_Turning_Radius,Multifunction_Display,Sun_Visor,Ventilation_System,Gear_Indicator,Drive_Modes,ABS_Anti_lock_Braking_System,Adjustable_Headrests,Gross_Vehicle_Weight,Airbags,Door_Ajar_Warning,EBD_(Electronic_Brake-force_Distribution),Fasten_Seat_Belt_Warning,Gear_Shift_Reminder,Parking_Assistance,Infotainment_Screen
876,Lamborghini,Aventador,Lp 700-4,47893943,6498 cc,12,4,4WD,V,BS IV,"Front, Longitudinal",Injection,90 litres,Petrol,1136 mm,4780 mm,2030 mm,Convertible,2,3,5 km/litre,5 km/litre,1575 kg,7,100 mm,Ventilated Disc,Ventilated Disc,horizontal monotube damper with push-rod system,horizontal monotube damper with push-rod system,255/35,335/30,Electric Power,Only Front Windows,700PS@8250RPM,690Nm@5500rpm,Digital,Digital,Analog,Yes,2,Leather,Automatic,Yes,DVD Player with USB & Aux-in,3 years / Unlimited Kms,Yes,Internal,110 litres,Yes,Yes,Digital,Front & Rear,Front & Rear,Yes,12/24 months/ up to100000 Kms (years/distance whichever comes first),Yes,Internal,Analog,Automatic,Analog,Yes,5.6 meter,No,Driver Only,Fully automatic climate control,No,Normal,No,All Rows,1450 kg,"Driver frontal airbag, Front passenger frontal airbag",Yes,No,Yes,Yes,Front and rear sensors with camera,Touch Sensitive
877,Lamborghini,Aventador,Lp700-4 Roadster,53210327,6498 cc,12,4,4WD,V,BS IV,"Front, Longitudinal",Injection,90 litres,Petrol,1136 mm,4780 mm,2030 mm,Convertible,2,3,8.8 km/litre,8.8 km/litre,1575 kg,7,170 mm,Solid Disc,Solid Disc,horizontal monotube damper with push-rod system,horizontal monotube damper with push-rod system,255/35 R19,255/35 R19,Electro-Hydraulic Power,All Windows,700PS@8250RPM,690Nm@5506RPM,Digital,Digital,Analog,Yes,2,Leather,Automatic,Yes,DVD Player with USB & Aux-in,3 years / Unlimited Kms,Yes,Internal,110 litres,Yes,Yes,Analog,Front & Rear,Front & Rear,Yes,12/24 months/ up to100000 Kms (years/distance whichever comes first),Yes,Internal,Analog,Automatic,Analog,Yes,5.6 meter,No,Driver Only,Fully automatic climate control,No,Normal,No,All Rows,1450 kg,"Driver frontal airbag, Front passenger frontal airbag, Driver knee airbag",Yes,No,Yes,Yes,Front and rear sensors with camera,Touch Sensitive
878,Lamborghini,Aventador,S,47467700,6498 cc,12,4,4WD,V,BS IV,"Front, Longitudinal",Injection,90 litres,Petrol,1136 mm,4797 mm,2030 mm,Coupe,2,3,5 km/litre,5 km/litre,1575 kg,7,100 mm,Ventilated Disc,Ventilated Disc,Push rod magneto-rheologic active,Horizontal dampers and springs,255/30 ZR20,355/25 ZR21,Hydraulic Power,Only Front Windows,740PS@8400rpm,690Nm@5500rpm,Analog,Digital,Analog,Yes,2,Leather,Automatic,Yes,DVD Player with USB & Aux-in,3 years / Unlimited Kms,Yes,Internal,110 litres,Yes,Yes,Analog,Front,Front & Rear,Yes,12/24 months/ up to100000 Kms (years/distance whichever comes first),Yes,Internal,Yes,Automatic,Analog,Yes,5.6 meter,No,Driver Only,Fully automatic climate control,Yes,Normal,Yes,Front Row,1450 kg,"Drive side airbag, Front passenger frontal airbag, Front passenger side airbag, Driver frontal airbag",Yes,Yes,Yes,Yes,Front and rear sensors with camera,Touch Sensitive
879,Rolls-Royce,Rolls-Royce Dawn,Convertible,59216193,6598 cc,12,4,RWD (Rear Wheel Drive),V,BS IV,"Front, Longitudinal",Injection,80 litres,Petrol,1502 mm,5285 mm,1947 mm,Convertible,2,7.9,7.9 km/litre,7.9 km/litre,2608 kg,8,208 mm,Ventilated Disc,Ventilated Disc,Double wishbone front axle,Multi Link rear axle,255 / 45 R20,285/40 R20,Electro-Hydraulic,All Windows,571PS@6000RPM,780Nm@1500-5000RPM,Digital,Analog,Analog,Yes,4,Leather,Automatic,Yes,CD/MP3/DVD Player with USB & Aux-in,4 years /Unlimited Kms (years/distance whichever comes first),Yes,"Internal, With Remote",460 litres,Yes,Yes,Digital,Front & Rear,Front & Rear,Yes,12/24 months/ up to100000 Kms (years/distance whichever comes first),Yes,Internal,Analog,Automatic,Analog + Digital,Yes,5.6 meter,Yes,Driver & Front Passenger,Fully automatic climate control,Yes,Normal,Yes,Front Row,2958 kg,"Drive side airbag, Driver pelvic airbag, Driver frontal airbag, Front passenger frontal airbag, Curtain airbags, Front passenger side airbag, Driver head airbag",Yes,Yes,Yes,Yes,Front and rear sensors with camera,Touch Sensitive
880,Rolls-Royce,Rolls-Royce Drophead Coupe,Phantom,83755383,6749 cc,12,4,RWD (Rear Wheel Drive),V,BS IV,"Front, Transverse",Injection,100 litres,Petrol,1638 mm,5842 mm,1990 mm,Convertible,2,5,4.38 km/litre,9.8 km/litre,2649 kg,8,164 mm,Ventilated Disc,Ventilated Disc,Independent Double Wishbone with Air Springs,Independent Multi-Link with Air Springs,255/50 R21,285 / 45 R21,Electro-Hydraulic,All Windows,453PS@5350rpm,720Nm@3500rpm,Digital,Analog,Analog,Yes,4,Leather,Automatic,Yes,DVD Player with USB & Aux-in,4 years /Unlimited Kms (years/distance whichever comes first),Yes,"Internal, With Remote",460 litres,Yes,Yes,Digital,Front & Rear,Front & Rear,Yes,12/24 months/ up to100000 Kms (years/distance whichever comes first),Yes,"Internal, With Remote",Analog,Automatic,Analog + Digital,Yes,6.55 meter,Yes,Driver & Front Passenger,Fully automatic climate control,Yes,Normal,Yes,Front Row,3109 kg,"Driver frontal airbag, Front passenger frontal airbag, Curtain airbags, Front passenger side airbag, Drive side airbag",Yes,Yes,Yes,Yes,Front and rear sensors with camera,Touch Sensitive
881,Maruti Suzuki,Omni,5 Str Bs-Iv,282778,796 cc,3,2,RWD (Rear Wheel Drive),In-line,BS IV,"Front, Longitudinal",Injection,35 litres,Petrol,1640 mm,3370 mm,1410 mm,MPV,5,13,14.7 km/litre,16.8 km/litre,785 kg,4,165 mm,Solid Disc,Drum,McPherson Strut,Leaf spring with Shock absorbers,145R 12 LT 6PR,145R 12 LT 6PR,Electro-Hydraulic Power,Only Front Windows,34.7PS@5000rpm,59Nm@2500rpm,Analog,Analog,"Analog, Digital",Yes,5,Fabric,Manual,Yes,DVD Player with USB & Aux-in,2 years /40000 Kms (years/distance whichever comes first),Yes,Internal,525 litres,Yes,Yes,Analog,Front,Front & Rear,Yes,"3rd/4th year/up to 80,000 Kms (whichever comes first)",Yes,Manual,Analog,Manual,Analog + Digital,Yes,4.1 meter,Yes,Co-Driver Only,Fully automatic climate control,No,Normal,No,Front Row,NA kg,"Front passenger frontal airbag, Driver frontal airbag",Yes,No,Yes,Yes,Front and rear sensors with camera,Touch Sensitive
882,Maruti Suzuki,Omni,E 8 Str Bs-Iv,284485,796 cc,3,2,RWD (Rear Wheel Drive),In-line,BS IV,"Front, Longitudinal",Injection,36 litres,Petrol,1640 mm,3370 mm,1410 mm,MPV,5,13,14.7 km/litre,16.8 km/litre,785 kg,4,165 mm,Solid Disc,Drum,McPherson Strut,Leaf spring with Shock absorbers,145R 12 LT 6PR,145R 12 LT 6PR,Electro-Hydraulic Power,Only Front Windows,34.7PS@5000rpm,59Nm@2500rpm,Analog,Analog,"Analog, Digital",Yes,8,Fabric,Manual,Yes,DVD Player with USB & Aux-in,2 years /40000 Kms (years/distance whichever comes first),Yes,Internal,525 litres,Yes,Yes,Analog,Front,Front & Rear,Yes,"3rd/4th year/up to 80,000 Kms (whichever comes first)",Yes,Manual,Analog,Manual,Analog + Digital,Yes,4.1 meter,Yes,Co-Driver Only,Fully automatic climate control,No,Normal,No,Front Row,1450 kg,"Front passenger frontal airbag, Driver frontal airbag",Yes,No,Yes,Yes,Front and rear sensors with camera,Touch Sensitive
883,Datsun,Go+,Datsun D,412292,1198 cc,3,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,35 litres,Petrol,1507 mm,3995 mm,1635 mm,MPV,5,12.8,17.9 km/litre,20.6 km/litre,950 kg,5,180 mm,Ventilated Disc,Drum,MacPherson Strut with anti-roll bar,H-type Torsion Beam,155/70R13,155/70R13,Electro-Hydraulic Power,Only Front Windows,68PS@5000rpm,104Nm@4000rpm,Digital,Analog,"Analog, Digital",Yes,7,Fabric,Manual,Yes,DVD Player with USB & Aux-in,2 years / Unlimited Kms,Yes,Internal,347 litres,Yes,Yes,Digital,Front,Front & Rear,Yes,2 Years/Unlimited Kms (Whichever comes earlier),Yes,Internal,Digital,Manual,Analog + Digital,Yes,4.6 meter,Yes,Driver & Front Passenger,Heater,Yes,Normal,Yes,Front Row,1450 kg,Front passenger frontal airbag,Yes,Yes,Yes,Yes,Front and rear sensors with camera,Touch Sensitive
884,Datsun,Go+,Datsun T,552656,1198 cc,3,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,35 litres,Petrol,1507 mm,3995 mm,1635 mm,MPV,5,12.8,17.9 km/litre,20.6 km/litre,950 kg,5,180 mm,Ventilated Disc,Drum,MacPherson Strut with anti-roll bar,H-type Torsion Beam,155/70R13,155/70R13,Electric Power,All Windows,68PS@5000rpm,104Nm@4000rpm,Digital,Analog,"Analog, Digital",Yes,7,Fabric,Manual,Yes,USB & Aux-in,2 years / Unlimited Kms,Yes,"With Remote, Internal",347 litres,Yes,Yes,Analog,Front,Front,Yes,2 Years/Unlimited Kms (Whichever comes earlier),Yes,Internal,Digital,Manual,Analog + Digital,Yes,4.6 meter,Yes,Driver & Front Passenger,Manual Air conditioning with cooling and heating,Yes,Normal,No,Front Row,1450 kg,"Driver frontal airbag, Front passenger frontal airbag",Yes,No,Yes,Yes,Front and rear sensors with camera,Touch Sensitive
885,Datsun,Go+,Datsun T (O),574448,1198 cc,3,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,35 litres,Petrol,1507 mm,3995 mm,1635 mm,MPV,5,16.3,20 km/litre,20.6 km/litre,950 kg,5,180 mm,Ventilated Disc,Drum,MacPherson Strut with anti-roll bar,H-type Torsion Beam,155/70R13,155/70R13,Electric Power,All Windows,68PS@5000rpm,104Nm@4000rpm,Digital,Analog,"Analog, Digital",Yes,7,Fabric,Manual,Yes,USB & Aux-in,2 years / Unlimited Kms,Yes,"Internal, With Remote",347 litres,Yes,Yes,Digital,"Front, Front & Rear",Front,Yes,2 Years/Unlimited Kms (Whichever comes earlier),Yes,Internal,Digital,Manual,Analog + Digital,Yes,4.6 meter,Yes,Driver & Front Passenger,Manual Air conditioning with cooling and heating,Yes,Normal,Yes,Front Row,1450 kg,"Front passenger frontal airbag, Driver frontal airbag",Yes,Yes,Yes,Yes,Front and rear sensors with camera,Touch Sensitive
886,Datsun,Go+,Datsun A (O),555196,1198 cc,3,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,35 litres,Petrol,1507 mm,3995 mm,1635 mm,MPV,5,20.62,20 km/litre,20.6 km/litre,950 kg,5,180 mm,Ventilated Disc,Drum,MacPherson Strut with anti-roll bar,H-type Torsion Beam,155/70R13,155/70R13,Electric Power,Only Front Windows,68PS@5000rpm,104Nm@4000rpm,Digital,Analog,"Analog, Digital",Yes,7,Fabric,Manual,Yes,USB & Aux-in,2 years / Unlimited Kms,Yes,Internal,347 litres,Yes,Yes,Analog,Front,Front,Yes,2 Years/Unlimited Kms (Whichever comes earlier),Yes,Internal,Digital,Manual,Analog + Digital,Yes,4.6 meter,Yes,Driver & Front Passenger,Manual Air conditioning with cooling and heating,Yes,Normal,Yes,All Rows,1450 kg,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,Front and rear sensors with camera,Touch Sensitive
887,Datsun,Go+,Datsun A,500575,1198 cc,3,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,35 litres,Petrol,1507 mm,3995 mm,1635 mm,MPV,5,20.62,20 km/litre,20.6 km/litre,950 kg,5,180 mm,Ventilated Disc,Drum,MacPherson Strut with anti-roll bar,H-type Torsion Beam,155/70R13,155/70R13,Electric Power,Only Front Windows,68PS@5000rpm,104Nm@4000rpm,Digital,Analog,"Analog, Digital",Yes,7,Fabric,Manual,Yes,USB & Aux-in,2 years / Unlimited Kms,Yes,Internal,347 litres,Yes,Yes,Digital,"Front, Front & Rear",Front,Yes,2 Years/Unlimited Kms (Whichever comes earlier),Yes,Internal,Digital,Manual,Analog + Digital,Yes,4.6 meter,Yes,Driver & Front Passenger,Manual Air conditioning with cooling and heating,Yes,Normal,No,All Rows,1450 kg,"Driver frontal airbag, Front passenger frontal airbag",Yes,No,Yes,Yes,Front and rear sensors with camera,Touch Sensitive
888,Datsun,Go+,Datsun T Vdc,593361,1198 cc,3,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,35 litres,Petrol,1507 mm,3995 mm,1635 mm,MPV,5,12.8,17.9 km/litre,20.6 km/litre,950 kg,5,180 mm,Ventilated Disc,Drum,MacPherson Strut with anti-roll bar,H-type Torsion Beam,155/70R13,155/70R13,Electric Power,All Windows,68PS@5000rpm,104Nm@4000rpm,Digital,Analog,"Analog, Digital",Yes,7,Fabric,Manual,Yes,USB & Aux-in,2 years / Unlimited Kms,Yes,"With Remote, Internal",347 litres,Yes,Yes,Analog,Front,Front,Yes,2 Years/Unlimited Kms (Whichever comes earlier),Yes,Internal,Digital,Manual,Analog + Digital,Yes,4.6 meter,Yes,Driver & Front Passenger,Manual Air conditioning with cooling and heating,Yes,Normal,No,All Rows,1450 kg,"Driver frontal airbag, Front passenger frontal airbag",Yes,No,Yes,Yes,Rear sensors,Touch Sensitive
889,Datsun,Go+,Datsun T (O) Vdc,615153,1198 cc,3,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,35 litres,Petrol,1507 mm,3995 mm,1635 mm,MPV,5,16.3,20 km/litre,20.6 km/litre,950 kg,5,180 mm,Ventilated Disc,Drum,MacPherson Strut with anti-roll bar,H-type Torsion Beam,155/70R13,155/70R13,Electric Power,All Windows,68PS@5000rpm,104Nm@4000rpm,Digital,Analog,"Analog, Digital",Yes,7,Fabric,Manual,Yes,USB & Aux-in,2 years / Unlimited Kms,Yes,"Internal, With Remote",347 litres,Yes,Yes,Digital,"Front, Front & Rear",Front,Yes,2 Years/Unlimited Kms (Whichever comes earlier),Yes,Internal,Digital,Manual,Analog + Digital,Yes,4.6 meter,Yes,Driver & Front Passenger,Manual Air conditioning with cooling and heating,Yes,Normal,Yes,All Rows,1450 kg,"Front passenger frontal airbag, Driver frontal airbag",Yes,Yes,Yes,Yes,Rear sensors,Touch Sensitive
890,Datsun,Go+,Datsun T Cvt,658361,1198 cc,3,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,35 litres,Petrol,1507 mm,3995 mm,1635 mm,MPV,5,12.8,17.9 km/litre,20.6 km/litre,950 kg,5,180 mm,Ventilated Disc,Drum,MacPherson Strut with anti-roll bar,H-type Torsion Beam,155/70R13,155/70R13,Electric Power,All Windows,78PS@5000rpm,104Nm@4000rpm,Digital,Analog,"Analog, Digital",Yes,7,Fabric,Manual,Yes,USB & Aux-in,2 years / Unlimited Kms,Yes,"With Remote, Internal",347 litres,Yes,Yes,Analog,Front,Front,Yes,2 Years/Unlimited Kms (Whichever comes earlier),Yes,Internal,Digital,Manual,Analog + Digital,Yes,4.6 meter,Yes,Driver & Front Passenger,Manual Air conditioning with cooling and heating,Yes,Normal,No,All Rows,1450 kg,"Driver frontal airbag, Front passenger frontal airbag",Yes,No,Yes,Yes,Rear sensors,Touch Sensitive
891,Datsun,Go+,Datsun T (O) Cvt,680153,1198 cc,3,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,35 litres,Petrol,1507 mm,3995 mm,1635 mm,MPV,5,16.3,20 km/litre,20.6 km/litre,950 kg,5,180 mm,Ventilated Disc,Drum,MacPherson Strut with anti-roll bar,H-type Torsion Beam,155/70R13,155/70R13,Electric Power,All Windows,78PS@5000rpm,104Nm@4000rpm,Digital,Analog,"Analog, Digital",Yes,7,Fabric,Manual,Yes,USB & Aux-in,2 years / Unlimited Kms,Yes,"Internal, With Remote",347 litres,Yes,Yes,Digital,"Front, Front & Rear",Front,Yes,2 Years/Unlimited Kms (Whichever comes earlier),Yes,Internal,Digital,Manual,Analog + Digital,Yes,4.6 meter,Yes,Driver & Front Passenger,Manual Air conditioning with cooling and heating,Yes,Normal,Yes,All Rows,1450 kg,"Front passenger frontal airbag, Driver frontal airbag",Yes,Yes,Yes,Yes,Rear sensors,Touch Sensitive
892,Fiat,Punto Evo Pure,1.2L Fire Dynamic,482330,1172 cc,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Longitudinal",Injection,45 litres,Petrol,1525 mm,3987 mm,1687 mm,Hatchback,5,12,15 km/litre,15 km/litre,1165 kg,5,195 mm,Ventilated Disc,Drum,"Mac Pherson strut with Lower Transverse link, coil spring",Torsion beam & coil spring,165/80R14,165/80R14,Hydraulic Power,All Windows,68PS@6000rpm,96Nm@2500RPM,Digital,Analog,Analog,Yes,5,Fabric,Manual,Yes,CD Player with USB & Aux-in,2 years / Unlimited Kms,Yes,Internal,280 litres,Yes,Yes,Digital,Front,Front & Rear,Yes,2 Years/Unlimited Kms (Whichever comes earlier),Yes,Internal,Analog,Manual,Analog + Digital,Yes,4.6 meter,Yes,Driver & Front Passenger,Air Conditioning with cooling only,Yes,Normal,Yes,All Rows,1450 kg,"Front passenger frontal airbag, Driver frontal airbag",Yes,Yes,Yes,Yes,Rear sensors,Touch Sensitive
893,Fiat,Punto Evo Pure,1.3,575947,1248 cc,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,45 litres,Diesel,1525 mm,3989 mm,1687 mm,Hatchback,5,12,20 km/litre,20 km/litre,1173 kg,5,185 mm,Ventilated Disc,Drum,"Independent Wheels suspension with Mcpherson struts, Helical springs, Double acting Telescopic Dampers with Stabilizer bar","Torsion beam, Helical Springs and Double acting Telescopic dampers",165/80R14,165/80R14,Electric Power,Only Front Windows,75 bhp @ 4000 rpm,197 Nm @ 1750 RPM,Analog,Analog,Analog,Yes,5,Fabric,Manual,Yes,CD Player with USB & Aux-in,"3 Years/1,00,000 Kms (Whichever comes earlier)",Yes,"With Remote, Internal",280 litres,Yes,Yes,Digital,Front,Front,Yes,2 Years/Unlimited Kms (Whichever comes earlier),Yes,Internal,Digital,Manual,Digital,Yes,4.6 meter,Yes,Driver & Front Passenger,Air Conditioning with cooling only,Yes,Normal,Yes,All Rows,1450 kg,Driver frontal airbag,Yes,Yes,Yes,Yes,Rear sensors,Touch Sensitive
894,Ford,Figo,Ambiente 1.2 Ti-Vct,523000,1194 cc,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,42 litres,Petrol,1525 mm,3941 mm,1704 mm,Hatchback,5,12,20 km/litre,20.4 km/litre,1026 kg,5,170 mm,Ventilated Disc,Drum,Independent McPherson,Semi-independent twist beam with twin gas and oil filled shock absorbers,175/65R14,175/65R14,Electric Power,Only Front Windows,96PS@6500rpm,120Nm@4250rpm,Digital,Analog,Analog,Yes,5,Fabric,Manual,Yes,CD Player with USB & Aux-in,"2 Years / 100,000 Kms (whichever comes first)",Yes,Internal,300 litres,Yes,Yes,Digital,Front,Front,Yes,2 Years/Unlimited Kms (Whichever comes earlier),Yes,Internal,Analog,Manual,Analog + Digital,Yes,4.6 meter,Yes,Driver & Front Passenger,Manual Air conditioning with cooling and heating,Yes,Normal,Yes,Front Row,1450 kg,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,Rear sensors,Touch Sensitive
895,Ford,Figo,Ambiente 1.5 Tdci,623000,1498 cc,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,40 litres,Diesel,1525 mm,3941 mm,1704 mm,Hatchback,5,17,20 km/litre,25.5 km/litre,1057 kg,5,170 mm,Ventilated Disc,Drum,Independent McPherson,Semi-independent twist beam with twin gas and oil filled shock absorbers,175/65R14,175/65R14,Electric Power,Only Front Windows,100PS@3750RPM,215Nm@1750-3000RPM,Digital,Analog,Analog,Yes,5,Fabric,Manual,Yes,CD Player with USB & Aux-in,"2 Years / 100,000 Kms (whichever comes first)",Yes,Internal,300 litres,Yes,Yes,Digital,Front,Front,Yes,2 Years/Unlimited Kms (Whichever comes earlier),Yes,Internal,Analog,Manual,Analog + Digital,Yes,5 meter,Yes,Driver & Front Passenger,Manual Air conditioning with cooling and heating,Yes,Normal,Yes,Front Row,1450 kg,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,Rear sensors,Touch Sensitive
896,Ford,Figo,Titanium 1.2 Ti-Vct,599900,1196 cc,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,42 litres,Petrol,1525 mm,3941 mm,1704 mm,Hatchback,5,12,20 km/litre,20.4 km/litre,1026 kg,5,170 mm,Ventilated Disc,Drum,Independent McPherson,Semi-independent twist beam with twin gas and oil filled shock absorbers,175/65R14,175/65R14,Electric Power,All Windows,96PS@6500rpm,120Nm@4250rpm,Digital,Analog,Analog,Yes,5,Fabric,Manual,Yes,CD Player with USB & Aux-in,"2 Years / 100,000 Kms (whichever comes first)",Yes,"With Remote, Internal",300 litres,Yes,Yes,Digital,Front,Front,Yes,2 Years/Unlimited Kms (Whichever comes earlier),Yes,Internal,Analog,Manual,Analog + Digital,Yes,5 meter,Yes,Driver & Front Passenger,Fully automatic climate control,Yes,Normal,Yes,Front Row,1450 kg,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,Rear sensors,Touch Sensitive
897,Ford,Figo,Titanium1.5 Tdci,699900,1498 cc,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,40 litres,Diesel,1525 mm,3941 mm,1704 mm,Hatchback,5,12,20 km/litre,25.5 km/litre,1057 kg,5,170 mm,Ventilated Disc,Drum,Independent McPherson strut with Coil spring & Anti-roll bar,Semi-independent twist beam with twin gas and oil filled shock absorbers,175/65R14,175/65R14,Electric Power,All Windows,100PS@3750RPM,215Nm@1750-3000RPM,Digital,Analog,Analog,Yes,5,Fabric,Manual,Yes,USB & Aux-in,"2 Years / 100,000 Kms (whichever comes first)",Yes,"With Remote, Internal",300 litres,Yes,Yes,Digital,Front,Front,Yes,2 Years/Unlimited Kms (Whichever comes earlier),Yes,Internal,Analog,Manual,Analog + Digital,Yes,5 meter,Yes,Driver & Front Passenger,Fully automatic climate control,Yes,Normal,Yes,Front Row,1450 kg,"Front passenger frontal airbag, Driver frontal airbag",Yes,Yes,Yes,Yes,Rear sensors,Touch Sensitive
898,Ford,Figo,Titanium Blu 1.2 Ti-Vct,664900,1194 cc,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,42 litres,Petrol,1525 mm,3941 mm,1704 mm,Hatchback,5,12,20 km/litre,20.4 km/litre,1026 kg,5,170 mm,Ventilated Disc,Drum,Independent McPherson,Semi-independent twist beam with twin gas and oil filled shock absorbers,195/55 R15,195/55 R15,Electric Power,All Windows,96PS@6500rpm,120Nm@4250rpm,Digital,Analog,Analog,Yes,5,Fabric,Manual,Yes,CD Player with USB & Aux-in,"2 Years / 100,000 Kms (whichever comes first)",Yes,"With Remote, Internal",300 litres,Yes,Yes,Digital,Front,Front,Yes,2 Years/Unlimited Kms (Whichever comes earlier),Yes,Internal,Analog,Manual,Analog + Digital,Yes,5 meter,Yes,Driver & Front Passenger,Fully automatic climate control,Yes,Normal,Yes,Front Row,1450 kg,"Curtain airbags, Driver frontal airbag, Drive side airbag, Front passenger frontal airbag, Front passenger side airbag",Yes,Yes,Yes,Yes,Rear sensors,Touch Sensitive
899,Ford,Figo,Titanium Blu 1.5 Tdci,764900,1498 cc,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,40 litres,Diesel,1525 mm,3941 mm,1704 mm,Hatchback,5,12,20 km/litre,25.5 km/litre,1057 kg,5,170 mm,Ventilated Disc,Drum,Independent MCPherson Strut with coil springs & anti-roll bar,"Semi Independent, Twist Beam with coil Spring and Shock Absorber",195/55 R15,195/55 R15,Electric Power,All Windows,100PS@3750RPM,215Nm@1750-3000RPM,Digital,Analog,Analog,Yes,5,Fabric,Manual,Yes,CD Player with USB & Aux-in,"2 Years / 100,000 Kms (whichever comes first)",Yes,"With Remote, Internal",300 litres,Yes,Yes,Digital,Front,Front,Yes,2 Years/Unlimited Kms (Whichever comes earlier),Yes,Internal,Analog,Manual,Analog + Digital,Yes,5 meter,Yes,Driver & Front Passenger,Fully automatic climate control,Yes,Normal,Yes,Front Row,1450 kg,"Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Curtain airbags, Drive side airbag",Yes,Yes,Yes,Yes,Rear sensors,Touch Sensitive
900,Maruti Suzuki,Baleno,1.3 Delta,746621,1248 cc,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,37 litres,Diesel,1510 mm,3995 mm,1745 mm,Hatchback,5,27.39,20 km/litre,27.39 km/litre,970 kg,5,170 mm,Ventilated Disc,Drum,MacPherson Strut,Torsion Beam,185/65R15,185/65R15,Electric Power,All Windows,75PS@4000rpm,190Nm@2000rpm,Digital,Analog,Analog,Yes,5,Fabric,Manual,Yes,CD Player with USB & Aux-in,"2 Years / 40,000 Kms (Whichever comes earlier)",Yes,Internal,339 litres,Yes,Yes,Digital,Front,Front & Rear,Yes,2 Years/Unlimited Kms (Whichever comes earlier),Yes,Internal,Analog,Manual,Analog + Digital,Yes,4.9 meter,Yes,Driver & Front Passenger,Fully automatic climate control,Yes,Normal,Yes,All Rows,1450 kg,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,Rear sensors,Touch Sensitive
901,Maruti Suzuki,Baleno,1.3 Alpha,868221,1248 cc,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,37 litres,Diesel,1500 mm,3995 mm,1745 mm,Hatchback,5,27.39,20 km/litre,27.39 km/litre,985 kg,5,170 mm,Ventilated Disc,Drum,MacPherson Strut,Torsion Beam,195/55R16,195/55R16,Electric Power,All Windows,75PS@4000rpm,190Nm@2000rpm,Digital,Analog,Analog,Yes,5,Leather,Manual,Yes,CD/MP3/DVD Player with USB & Aux-in,"2 Years / 40,000 Kms (Whichever comes earlier)",Yes,"Internal, With Remote",339 litres,Yes,Yes,Digital,Front & Rear,Front & Rear,Yes,2 Years/Unlimited Kms (Whichever comes earlier),Yes,Internal,Analog,Manual,Analog + Digital,Yes,4.9 meter,Yes,Driver & Front Passenger,Fully automatic climate control,Yes,Normal,Yes,All Rows,1450 kg,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,Rear sensors,Touch Sensitive
