S.no.,Company,Model,Variant,Price,Displacement,Cylinders,Valves_Per_Cylinder,Drivetrain,Cylinder_Configuration,Emission_Norm,Engine_Location,Fuel_System,Fuel_Tank_Capacity,Fuel_Type,Height,Length,Width,Body_Type,Doors,City_Mileage,Highway_Mileage,ARAI_Certified_Mileage,Kerb_Weight,Gears,Ground_Clearance,Front_Brakes,Rear_Brakes,Front_Suspension,Rear_Suspension,Front_Tyre_&_Rim,Rear_Tyre_&_Rim,Power_Steering,Power_Windows,Power,Torque,Odometer,Speedometer,Tachometer,Tripmeter,Seating_Capacity,Seats_Material,Type,12v_Power_Outlet,Audiosystem,Basic_Warranty,Bluetooth,Boot-lid_Opener,Boot_Space,Central_Locking,Child_Safety_Locks,Clock,Cup_Holders,Door_Pockets,Engine_Malfunction_Light,Extended_Warranty,FM_Radio,Fuel_lid_Opener,Fuel_Gauge,Handbrake,Instrument_Console,Low_Fuel_Warning,Minimum_Turning_Radius,Multifunction_Display,Sun_Visor,Ventilation_System,Gear_Indicator,Drive_Modes,ABS_Anti_lock_Braking_System,Adjustable_Headrests,Gross_Vehicle_Weight,Airbags,Door_Ajar_Warning,EBD_(Electronic_Brake-force_Distribution),Fasten_Seat_Belt_Warning,Gear_Shift_Reminder,Parking_Assistance,Infotainment_Screen
143,Hyundai,Aura,Sx Plus 1.2 Amt Diesel,922700,1186 cc,4,4,FWD (Front Wheel Drive),In-line,BS 6,"Front, Longitudinal",Injection,37 litres,Diesel,1520 mm,3995 mm,1680 mm,Sedan,5,18.4,20 km/litre,25.4 km/litre,950 kg,5,170 mm,Ventilated Disc,Drum,McPherson Strut,Coupled Torsion Beam Axle,175/60 R15,175/60 R15,Electric Power,All Windows,75PS@4000rpm,190NM@1750-2250RPM,Digital,Analog,Analog,Yes,5,Fabric,Automatic,Yes,CD/MP3/DVD Player with USB & Aux-in,2 years / Unlimited Kms,Yes,"Manual, With Remote",296 litres,Yes,Yes,Digital,Front & Rear,Front & Rear,Yes,"14th /4th Years / up to 1,00,000 Kms (Whichever comes earlier)",Yes,Internal,Digital,Manual,Analog + Digital,Yes,4.97 meter,Yes,Driver & Front Passenger,Fully automatic climate control,Yes,Normal,Yes,Second Row,1181 kg,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,Rear sensors with camera,Touch Sensitive
144,Hyundai,Aura,Sx (O) 1.2 Diesel,903800,1186 cc,4,4,FWD (Front Wheel Drive),In-line,BS 6,"Front, Longitudinal",Injection,37 litres,Diesel,1520 mm,3995 mm,1680 mm,Sedan,5,18.4,20 km/litre,25.35 km/litre,950 kg,5,170 mm,Ventilated Disc,Drum,McPherson Strut,Coupled Torsion Beam Axle,175/60 R15,175/60 R15,Electric Power,All Windows,75PS@4000rpm,190NM@1750-2250RPM,Digital,Analog,Analog,Yes,5,Leather,Manual,Yes,CD/MP3/DVD Player with USB & Aux-in,2 years / Unlimited Kms,Yes,With Remote,297 litres,Yes,Yes,Digital,Front & Rear,Front & Rear,Yes,"15th /4th Years / up to 1,00,000 Kms (Whichever comes earlier)",Yes,"Internal, With Remote",Digital,Manual,Analog + Digital,Yes,4.97 meter,Yes,Driver & Front Passenger,Fully automatic climate control,Yes,Normal,Yes,Second Row,1182 kg,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,Rear sensors with camera,Touch Sensitive
145,Volkswagen,Polo,Trendline 1.0L (P),582000,999 cc,3,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,45 litres,Petrol,1469 mm,3971 mm,1682 mm,Hatchback,5,14,16 km/litre,18.78 km/litre,1033 kg,5,165 mm,Ventilated Disc,Drum,McPherson strut with stabiliser bar,Semi-independent trailing arm,175/70R14,175/70R14,Electric Power,Only Front Windows,76PS@6200RPM,95Nm@3000-4300rpm,Digital,Analog,Analog,Yes,5,Polyurethene,Manual,Yes,CD/MP3/DVD Player with USB & Aux-in,2 years / Unlimited Kms,Yes,Internal,280 litres,Yes,Yes,Digital,Front,Front,Yes,"2 years / 100,000 kms (whichever occurs first)",Yes,Push to Open,Digital,Manual,Analog + Digital,Yes,4.97 meter,No,Driver & Front Passenger,Manual Air conditioning with cooling and heating,No,Normal,No,All Rows,1520 kg,"Front passenger frontal airbag, Driver frontal airbag",Yes,No,Yes,Yes,Rear sensors with camera,Touch Sensitive
146,Volkswagen,Polo,Comfortline 1.0 (P),676500,999 cc,3,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,45 litres,Petrol,1469 mm,3971 mm,1682 mm,Hatchback,5,14,16 km/litre,18.78 km/litre,1049 kg,5,165 mm,Ventilated Disc,Drum,McPherson strut with stabiliser bar,Semi-independent trailing arm,185/60R15,185/60R15,Electric Power,All Windows,76PS@6200RPM,95Nm@3000-4300rpm,Digital,Analog,Analog,Yes,5,Polyurethene,Manual,Yes,CD/MP3/DVD Player with USB & Aux-in,2 years / Unlimited Kms,Yes,"With Remote, Internal",280 litres,Yes,Yes,Digital,Front,Front,Yes,2 years /100000 Kms (years/distance whichever comes first),Yes,Push to Open,Digital,Manual,Analog + Digital,Yes,4.97 meter,Yes,Driver & Front Passenger,Manual Air conditioning with cooling and heating,No,Normal,Yes,All Rows,1520 kg,"Driver frontal airbag, Front passenger frontal airbag",Yes,No,Yes,Yes,Rear sensors with camera,Touch Sensitive
147,Volkswagen,Polo,Highline Plus 1.0 (P),776500,999 cc,3,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,45 litres,Petrol,1469 mm,3971 mm,1682 mm,Hatchback,5,14,16 km/litre,18.78 km/litre,1053 kg,5,165 mm,Ventilated Disc,Drum,McPherson strut with stabiliser bar,Semi-independent trailing arm,185/60R16,185/60R16,Electric Power,All Windows,76PS@6200RPM,95Nm@3000-4300rpm,Digital,Analog,Analog,Yes,5,Leather,Manual,Yes,CD/MP3/DVD Player with USB & Aux-in,2 years / Unlimited Kms,Yes,"Internal, With Remote",280 litres,Yes,Yes,Digital,Front,Front,Yes,"2 years / 100,000 kms (whichever occurs first)",Yes,Push to Open,Digital,Manual,Analog + Digital,Yes,4.97 meter,Yes,Driver & Front Passenger,Fully automatic climate control,No,Normal,Yes,All Rows,1520 kg,"Driver frontal airbag, Front passenger frontal airbag",Yes,No,Yes,Yes,Rear sensors with camera,Touch Sensitive
148,Volkswagen,Polo,Trendline 1.5L (D),734500,1498 cc,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,45 litres,Diesel,1469 mm,3971 mm,1682 mm,Hatchback,5,19,20 km/litre,20.14 km/litre,1033 kg,5,165 mm,Ventilated Disc,Drum,McPherson strut with stabiliser bar,Semi-independent trailing arm,175/70R14,175/70R14,Electric Power,Only Front Windows,90PS@4200rpm,230Nm@1500-2500rpm,Digital,Analog,Analog,Yes,5,Polyurethene,Manual,Yes,CD/MP3/DVD Player with USB & Aux-in,2 years / Unlimited Kms,Yes,Internal,280 litres,Yes,Yes,Digital,Front,Front,Yes,"2 years / 100,000 kms (whichever occurs first)",Yes,Push to Open,Digital,Manual,Analog + Digital,Yes,4.97 meter,No,Driver & Front Passenger,Manual Air conditioning with cooling and heating,No,Normal,No,All Rows,1520 kg,"Front passenger frontal airbag, Driver frontal airbag",Yes,No,Yes,Yes,Rear sensors with camera,Touch Sensitive
149,Volkswagen,Polo,Comfortline 1.5 (D),851500,1498 cc,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,45 litres,Diesel,1469 mm,3971 mm,1682 mm,Hatchback,5,19,20 km/litre,20.14 km/litre,1142 kg,5,165 mm,Ventilated Disc,Drum,McPherson strut with stabiliser bar,Semi-independent trailing arm,185/60R15,185/60R15,Electric Power,All Windows,90PS@4200rpm,230Nm@1500-2500rpm,Digital,Analog,Analog,Yes,5,Polyurethene,Manual,Yes,CD Player with USB & Aux-in,2 years / Unlimited Kms,Yes,"With Remote, Internal",280 litres,Yes,Yes,Digital,Front,Front,Yes,"2 years / 100,000 kms (whichever occurs first)",Yes,Push to Open,Digital,Manual,Analog + Digital,Yes,4.97 meter,Yes,Driver & Front Passenger,Manual Air conditioning with cooling and heating,No,Normal,Yes,All Rows,1620 kg,"Driver frontal airbag, Front passenger frontal airbag",Yes,No,Yes,Yes,Rear sensors with camera,Touch Sensitive
150,Volkswagen,Polo,Highline Plus 1.5 (D),931500,1498 cc,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,45 litres,Diesel,1469 mm,3971 mm,1682 mm,Hatchback,5,19,20 km/litre,20.14 km/litre,1158 kg,5,165 mm,Ventilated Disc,Drum,McPherson strut with stabiliser bar,Semi-independent trailing arm,185/60R16,185/60R16,Electric Power,All Windows,90PS@4200rpm,230Nm@1500-2500rpm,Digital,Analog,Analog,Yes,5,Leather,Manual,Yes,CD Player with USB & Aux-in,2 years / Unlimited Kms,Yes,"Internal, With Remote",280 litres,No,Yes,Digital,Front,Front,Yes,"2 years / 100,000 kms (whichever occurs first)",Yes,Push to Open,Digital,Manual,Analog + Digital,Yes,4.97 meter,Yes,Driver & Front Passenger,Fully automatic climate control,No,Normal,Yes,All Rows,1620 kg,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,Rear sensors with camera,Touch Sensitive
151,Volkswagen,Polo,Gt Tsi,976000,1197 cc,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,45 litres,Petrol,1469 mm,3971 mm,1682 mm,Hatchback,5,17,17 km/litre,17.21 km/litre,1109 kg,7,165 mm,Ventilated Disc,Drum,MacPherson Strut with Staboilizer Bar,Semi-independent trailing arm,185/60R15,185/60R15,Electric Power,All Windows,105PS@5000rpm,175Nm@1500-4100rpm,Digital,Analog,Analog,Yes,5,Fabric,Automatic,Yes,CD/MP3/DVD Player with USB & Aux-in,2 years / Unlimited Kms,Yes,"Internal, With Remote",280 litres,Yes,Yes,Digital,Front,Front,Yes,"2 years / 100,000 kms (whichever occurs first)",Yes,Push to Open,Digital,Manual,Analog + Digital,Yes,4.97 meter,Yes,Driver & Front Passenger,Fully automatic climate control,Yes,Normal,Yes,All Rows,1580 kg,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,Rear sensors with camera,Touch Sensitive
152,Volkswagen,Polo,Gt Tdi,988500,1498 cc,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,45 litres,Diesel,1469 mm,3971 mm,1682 mm,Hatchback,5,19,19 km/litre,19.91 km/litre,1148 kg,5,165 mm,Ventilated Disc,Drum,MacPherson Strut with Staboilizer Bar,Semi-independent trailing arm,185/60R15,185/60R15,Electric Power,All Windows,110PS@4400rpm,250Nm@1500-2500rpm,Digital,Analog,Analog,Yes,5,Fabric,Manual,Yes,CD/MP3/DVD Player with USB & Aux-in,2 years / Unlimited Kms,Yes,"With Remote, Internal",250 litres,Yes,Yes,Digital,Front,Front,Yes,2 years /100000 Kms (years/distance whichever comes first),Yes,Push to Open,Digital,Manual,Analog + Digital,Yes,4.97 meter,Yes,Driver & Front Passenger,Fully automatic climate control,Yes,Normal,Yes,All Rows,1620 kg,"Driver frontal airbag, Front passenger frontal airbag",Yes,No,Yes,Yes,Rear sensors with camera,Touch Sensitive
153,Maruti Suzuki,Dzire,Lxi,582613,1197 cc,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,37 litres,Petrol,1515 mm,3995 mm,1735 mm,Sedan,4,16.3,20 km/litre,22 km/litre,860 kg,5,163 mm,Ventilated Disc,Drum,MacPherson Strut,Torsion Beam,165/80R14,165/80R14,Electric Power,All Windows,84.3PS@6000rpm,115Nm@4000rpm,Digital,Analog,Analog,Yes,5,Fabric,Manual,Yes,CD/MP3/DVD Player with USB & Aux-in,2 years /40000 Kms (years/distance whichever comes first),Yes,Internal,378 litres,Yes,Yes,Digital,Front,Front,Yes,"3rd/4th year/up to 80,000 Kms (whichever comes first)",Yes,Internal,Analog,Manual,Analog + Digital,Yes,4.8 meter,Yes,Driver & Front Passenger,Manual Air conditioning with cooling and heating,Yes,Normal,Yes,Front Row,1315 kg,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,Rear sensors with camera,Touch Sensitive
154,Maruti Suzuki,Dzire,Vxi,673112,1197 cc,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,37 litres,Petrol,1515 mm,3995 mm,1735 mm,Sedan,4,16.3,20 km/litre,22 km/litre,872 kg,5,163 mm,Ventilated Disc,Drum,MacPherson Strut,Torsion Beam,165/80R14,165/80R14,Electric Power,All Windows,84.3PS@6000rpm,115Nm@4000rpm,Digital,Analog,Analog,Yes,5,Fabric,Manual,Yes,CD/MP3/DVD Player with USB & Aux-in,2 years /40000 Kms (years/distance whichever comes first),Yes,Internal,378 litres,Yes,Yes,Digital,Front,Front,Yes,"3rd/4th year/up to 80,000 Kms (whichever comes first)",Yes,Internal,Analog,Manual,Analog + Digital,Yes,4.8 meter,Yes,Driver & Front Passenger,Manual Air conditioning with cooling and heating,Yes,Normal,Yes,All Rows,1315 kg,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,Rear sensors with camera,Touch Sensitive
155,Maruti Suzuki,Dzire,Ldi,666622,1248 cc,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,37 litres,Diesel,1515 mm,3995 mm,1735 mm,Sedan,4,16.3,20 km/litre,28.4 km/litre,955 kg,5,163 mm,Ventilated Disc,Drum,MacPherson Strut,Torsion Beam,165/80R14,165/80R14,Electric Power,Only Front Windows,75PS@4000rpm,190Nm@2000rpm,Digital,Analog,Analog,Yes,5,Fabric,Manual,Yes,CD/MP3/DVD Player with USB & Aux-in,2 years /40000 Kms (years/distance whichever comes first),Yes,Internal,378 litres,Yes,Yes,Digital,Front,Front,Yes,"3rd/4th year/up to 80,000 Kms (whichever comes first)",Yes,Internal,Analog,Manual,Analog + Digital,Yes,4.8 meter,Yes,Driver & Front Passenger,Manual Air conditioning with cooling and heating,Yes,Normal,Yes,Front Row,1405 kg,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,Rear sensors with camera,Touch Sensitive
156,Maruti Suzuki,Dzire,Zxi,732113,1197 cc,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,37 litres,Petrol,1515 mm,3995 mm,1735 mm,Sedan,4,16.3,20 km/litre,22 km/litre,882 kg,5,163 mm,Ventilated Disc,Drum,MacPherson Strut,Torsion Beam,185/65R15,185/65R15,Electric Power,All Windows,84.3PS@6000rpm,115Nm@4000rpm,Digital,Analog,Analog,Yes,5,Fabric,Manual,Yes,CD/MP3/DVD Player with USB & Aux-in,2 years /40000 Kms (years/distance whichever comes first),Yes,Internal,378 litres,Yes,Yes,Digital,Front,Front,Yes,"3rd/4th year/up to 80,000 Kms (whichever comes first)",Yes,Internal,Analog,Manual,Analog + Digital,Yes,4.8 meter,Yes,Driver & Front Passenger,Fully automatic climate control,Yes,Normal,Yes,All Rows,1315 kg,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,Rear sensors with camera,Touch Sensitive
157,Maruti Suzuki,Dzire,Vdi,757622,1248 cc,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,37 litres,Diesel,1515 mm,3995 mm,1735 mm,Sedan,4,28.4,20 km/litre,28.4 km/litre,967 kg,5,163 mm,Ventilated Disc,Drum,MacPherson Strut,Torsion Beam,165/80R14,165/80R14,Electric Power,All Windows,75PS@4000rpm,190Nm@2000rpm,Digital,Analog,Analog,Yes,5,Fabric,Manual,Yes,CD/MP3/DVD Player with USB & Aux-in,2 years /40000 Kms (years/distance whichever comes first),Yes,Internal,378 litres,Yes,Yes,Digital,Front,Front,Yes,"3rd/4th year/up to 80,000 Kms (whichever comes first)",Yes,Internal,Analog,Manual,Analog + Digital,Yes,4.8 meter,Yes,Driver & Front Passenger,Manual Air conditioning with cooling and heating,Yes,Normal,Yes,All Rows,1405 kg,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,Rear sensors with camera,Touch Sensitive
